City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential
Iserlohn;0;2.500.001 - 5.000.000;2800000;40;14;20 - 49;291;291;291;32;143;140;4;2970.6211111174794
Heidelberg;0;5.000.001 - 25.000.000;13179495;15;16;20 - 49;291;291;291;46;347;342;24;1875.6332943826797
Grimma;0;25.000.001 - 50.000.000;28000000;33;14;20 - 49;290;292;292;39;49;49;0;1704.9504846322802
Northeim;0;;;50;16;20 - 49;291;290;290;35;23;23;0;2000.4040652026802
Bockenem;0;2.500.001 - 5.000.000;2642141;21;14;20 - 49;291;290;291;26;;;;2062.66645879548
Königslutter;0;500.001 - 2.500.000;900000;40;4;10 - 19;291;291;291;11;11;11;0;1853.3548557454806
Freudenberg;0;5.000.001 - 25.000.000;10320000;23;16;20 - 49;291;290;292;29;77;70;12;1981.44901594548
Bad Urach;0;;;40;14;20 - 49;291;292;290;26;61;59;3;2691.53787778068
Bocholt;0;2.500.001 - 5.000.000;4050000;55;14;20 - 49;291;290;291;20;98;96;3;2070.87568805628
Hameln;0;500.001 - 2.500.000;2500000;43;31;20 - 49;291;291;291;23;73;72;9;1954.36477417068
Trier;0;500.001 - 2.500.000;1250000;43;24;10 - 19;291;290;291;10;;;;1348.33465494828
München;0;500.001 - 2.500.000;2400000;63;4;20 - 49;291;291;290;25;1582;1532;114;2052.3212376996
Bollendorf;0;500.001 - 2.500.000;805000;49;14;20 - 49;292;292;292;42;1;1;0;1864.3898800726797
Hemer;0;5.000.001 - 25.000.000;9376356;23;14;20 - 49;291;290;292;32;89;87;4;1981.44901594548
Düsseldorf;0;;;27;14;20 - 49;291;291;291;38;860;848;55;2126.3278705115995
Hamm;0;5.000.001 - 25.000.000;9240633;43;20;20 - 49;;;;42;;;;1989.1402146610797
Fellbach;0;5.000.001 - 25.000.000;6000000;41;14;10 - 19;291;290;291;15;770;756;44;1690.766062605599
Gomadingen;0;;;60;4;20 - 49;291;292;292;20;25;24;2;1948.9414914718805
Wrist;0;5.000.001 - 25.000.000;5400000;43;31;20 - 49;291;290;291;45;27;26;3;1980.5336898922799
Altlußheim;0;5.000.001 - 25.000.000;5349689;25;4;20 - 49;291;290;291;42;172;172;6;2072.5445121250796
Rosenfeld;0;;;24;14;20 - 49;291;290;292;30;16;16;0;1967.5496408398803
Heidelberg;0;2.500.001 - 5.000.000;3500000;55;3;20 - 49;291;290;291;25;;;;2079.04430466828
Mertesdorf;0;500.001 - 2.500.000;975000;49;4;20 - 49;291;290;291;20;100;99;4;1645.6525447714798
Iserlohn;0;5.000.001 - 25.000.000;6600000;42;16;20 - 49;290;290;290;42;182;180;5;2079.3106965730794
Bergisch Gladbach;0;;;40;14;10 - 19;291;290;291;14;361;359;9;2078.9717348854792
Schwieberdingen;0;2.500.001 - 5.000.000;3500000;55;14;20 - 49;291;291;291;38;441;436;18;2142.7266003442796
Münster;0;5.000.001 - 25.000.000;7287684;41;14;20 - 49;291;291;291;22;206;200;12;1999.0153484842795
Fuldatal;0;5.000.001 - 25.000.000;9650000;29;3;20 - 49;291;291;291;45;215;212;17;2005.3515480010797
Hamm;0;5.000.001 - 25.000.000;11000000;61;4;20 - 49;291;291;291;20;120;114;13;2035.5526508890798
Ilmenau;0;;;42;14;10 - 19;;;;17;;;;2022.9477383314802
Moers;0;5.000.001 - 25.000.000;12556000;42;14;20 - 49;291;291;291;45;174;173;6;2204.25030485988
Heidelberg;0;5.000.001 - 25.000.000;5146856;70;14;20 - 49;291;291;291;35;222;220;16;1976.0808619570796
Rheine;0;500.001 - 2.500.000;1700000;60;14;10 - 19;291;290;291;10;68;67;2;1533.7058298514798
Bocholt;0;;;42;20;20 - 49;291;291;291;40;86;84;3;2009.30507729868
Balingen;0;2.500.001 - 5.000.000;4000000;9;4;20 - 49;291;290;292;30;49;49;0;2093.3968367974803
Essen;0;500.001 - 2.500.000;1850000;50;14;20 - 49;291;290;291;21;802;794;37;2137.9716323075995
Freudenstadt;0;;;41;15;20 - 49;291;291;291;25;37;37;1;1947.8644825906802
Bad Mergentheim;0;500.001 - 2.500.000;1950000;55;14;20 - 49;291;291;292;22;29;29;2;1973.9501376238802
Dülmen;0;;;76;4;10 - 19;291;290;291;12;48;47;4;1537.7746307746804
Wiesbaden;0;2.500.001 - 5.000.000;3200000;61;4;20 - 49;291;291;291;35;366;360;14;2072.27812022028
Rottenburg;0;2.500.001 - 5.000.000;2560000;43;24;20 - 49;291;290;292;27;88;88;2;1939.6924327318807
Ulm;0;5.000.001 - 25.000.000;6695567;42;16;20 - 49;291;291;291;24;230;226;8;2428.10127547308
Duisburg;0;250.001 - 500.000;400000;48;4;20 - 49;291;290;291;31;453;448;21;1593.6313839394797
Nürtingen;0;500.001 - 2.500.000;1400000;61;13;20 - 49;291;290;291;20;389;381;27;1935.0446843314799
Kornwestheim;0;25.000.001 - 50.000.000;25250000;42;14;20 - 49;291;291;291;40;597;590;32;1787.9766609478793
Bad Kissingen;0;;;49;4;20 - 49;291;291;292;21;;;;1878.2875067374798
Frankfurt;0;;;43;3;10 - 19;291;291;291;15;877;849;75;1675.8485480807992
Neubulach;0;;;9;14;20 - 49;291;292;292;20;39;38;2;1936.9582763878802
Bromskirchen;0;2.500.001 - 5.000.000;3300000;13;14;20 - 49;291;290;292;25;;;;1940.45953037748
Dessau-Roßlau;0;2.500.001 - 5.000.000;3800000;40;14;10 - 19;291;290;291;15;;;;2504.3272741871997
Westhausen;0;2.500.001 - 5.000.000;4520379;40;14;20 - 49;291;290;292;31;66;66;7;3513.1785480154795
Laudenbach;0;2.500.001 - 5.000.000;4413502;55;14;20 - 49;291;291;291;30;179;175;8;2124.06555330108
Hannover;0;2.500.001 - 5.000.000;3800000;24;14;20 - 49;291;290;291;28;709;700;28;2130.35359424508
Bocholt;0;5.000.001 - 25.000.000;8700000;9;14;10 - 19;291;290;291;10;;;;1614.5464344970796
Holdorf;0;5.000.001 - 25.000.000;12900000;9;20;20 - 49;291;290;291;20;37;37;1;1889.36041555908
Vilshofen;0;;;69;31;20 - 49;291;291;291;27;;;;1999.16220253548
Flensburg;0;;;31;16;20 - 49;291;290;291;37;38;37;1;2009.30507729868
Dülmen;0;5.000.001 - 25.000.000;10751122;1;16;10 - 19;291;290;291;19;55;54;6;1987.31059823628
Wesseling;0;2.500.001 - 5.000.000;3595691;40;14;20 - 49;291;291;290;20;;;;3117.294238271881
Neuss;0;5.000.001 - 25.000.000;9400000;22;16;20 - 49;291;290;291;21;769;757;54;2082.114659401199
Elmshorn;0;;;42;16;20 - 49;291;291;291;30;;;;2025.50308130748
Hannover;0;;;9;4;20 - 49;291;290;291;20;773;761;33;2131.2054478596
Cloppenburg;0;500.001 - 2.500.000;1500000;13;14;20 - 49;291;291;292;20;34;34;0;1804.23123114468
Garrel;0;500.001 - 2.500.000;1534749;40;14;20 - 49;291;291;290;25;15;14;2;2543.1334974408
Düsseldorf;0;;;26;14;20 - 49;291;291;291;26;896;884;61;2194.2751717235997
Oberhausen;0;5.000.001 - 25.000.000;23000000;41;14;20 - 49;291;290;291;42;;;;1733.3322141070798
Gumtow;0;500.001 - 2.500.000;2000000;40;14;10 - 19;;;;13;2;2;0;2064.3770615938797
Essen;0;500.001 - 2.500.000;1150000;72;20;20 - 49;291;291;291;20;802;792;39;2211.8745583788
Düsseldorf;0;;;24;4;20 - 49;291;290;291;30;839;828;57;2169.1252754075995
Pfaffenhofen;0;500.001 - 2.500.000;800000;9;24;20 - 49;291;290;291;35;41;39;4;1768.6710999586799
Iserlohn;0;500.001 - 2.500.000;2000000;62;14;20 - 49;291;291;291;46;142;139;4;2044.5229554934795
Duisburg;0;5.000.001 - 25.000.000;9000000;27;14;20 - 49;291;291;291;28;;;;2070.77269290828
Hattingen;0;2.500.001 - 5.000.000;2612498;62;14;10 - 19;291;291;291;15;410;401;26;1648.3700390794797
Neustadt;0;;;40;14;10 - 19;291;290;290;15;82;80;5;2061.4641980206798
Düsseldorf;0;500.001 - 2.500.000;2100000;63;13;20 - 49;291;291;291;22;870;859;58;2273.5248125795997
Köln;0;500.001 - 2.500.000;2300000;61;24;20 - 49;291;291;291;20;1072;1058;48;2157.2833104875995
Garrel;0;5.000.001 - 25.000.000;5187600;62;14;20 - 49;291;291;292;34;;;;2028.7829876746796
Herten;0;500.001 - 2.500.000;1300000;27;14;20 - 49;291;290;290;21;367;362;23;1818.7619826634798
Elstra;0;500.001 - 2.500.000;600000;1;4;20 - 49;291;290;292;20;43;42;1;1537.2079272958806
Hilden;0;500.001 - 2.500.000;2000000;44;16;10 - 19;291;291;291;17;754;747;39;2747.714670012
Strausberg;0;500.001 - 2.500.000;1500000;63;14;20 - 49;291;291;291;41;;;;1964.4450663274797
Husum;0;;;59;31;20 - 49;291;290;290;28;11;11;0;2007.9955444426803
Wildeshausen;0;500.001 - 2.500.000;1300000;43;14;20 - 49;291;291;291;20;19;19;0;1782.8655663946797
Hof;0;2.500.001 - 5.000.000;3000000;43;31;20 - 49;291;290;291;20;;;;1951.8819615202797
Bochum;0;5.000.001 - 25.000.000;5800000;43;16;20 - 49;291;290;291;22;;;;1989.1402146610797
Kassel;0;500.001 - 2.500.000;750000;44;14;20 - 49;291;291;291;27;222;218;17;2802.788938738681
Leuna;0;5.000.001 - 25.000.000;15634602;41;14;20 - 49;291;290;291;43;55;55;3;1880.17181300508
Niederkassel;0;2.500.001 - 5.000.000;3100000;47;14;20 - 49;291;290;291;31;548;540;28;3107.33340147348
Bochum;0;5.000.001 - 25.000.000;5850000;24;14;20 - 49;291;291;291;32;632;619;44;2135.130999217079
Essen;0;2.500.001 - 5.000.000;2800000;43;24;20 - 49;291;291;290;20;804;792;42;2048.4187031507995
Schleswig;0;5.000.001 - 25.000.000;10212919;41;14;20 - 49;291;291;290;43;25;25;2;2039.69499830748
Bad Tölz;0;;;40;31;20 - 49;291;290;291;20;33;33;1;2855.7914964094803
Haseldorf;0;;;72;14;20 - 49;291;292;290;35;;;;2594.5997731906796
Heddesheim;0;500.001 - 2.500.000;1800000;24;14;10 - 19;291;291;291;14;366;356;28;1593.6482445154797
Hörstel;0;2.500.001 - 5.000.000;3229141;25;20;20 - 49;291;290;290;29;58;56;3;2069.1282470434803
Schönbrunn;0;;;55;14;20 - 49;291;292;291;20;;;;1980.9197408314799
Moers;0;500.001 - 2.500.000;1200000;42;14;10 - 19;291;290;291;11;298;296;12;1438.5051368602801
Wilster;0;;;40;14;10 - 19;291;290;290;16;48;48;2;2183.8823812608
Gehrden;0;;;40;14;10 - 19;291;290;291;15;407;404;10;2058.2994485255995
Kassel;0;2.500.001 - 5.000.000;3009238;32;14;20 - 49;291;291;291;30;221;217;17;2079.04430466828
Seeon;0;2.500.001 - 5.000.000;3400000;40;14;10 - 19;291;292;290;18;16;16;0;2896.32010793028
Leimen;0;;;42;16;20 - 49;291;290;291;22;;;;2025.50308130748
Düsseldorf;0;;;61;4;10 - 19;291;291;291;19;877;865;58;2066.0834332008
Annaberg-Buchholz;0;500.001 - 2.500.000;2467398;40;14;20 - 49;291;290;291;34;101;99;10;2700.4388898766797
Meckesheim;0;5.000.001 - 25.000.000;6800000;40;14;20 - 49;291;291;292;35;192;192;5;3006.1344708250795
Olbernhau;0;500.001 - 2.500.000;1000000;40;4;10 - 19;291;290;290;16;26;26;2;2153.1371236894806
Rheine;0;2.500.001 - 5.000.000;4000000;63;20;10 - 19;291;291;291;13;60;58;3;1701.1626088162798
Giesen;0;;;44;16;20 - 49;291;290;291;27;116;115;8;3168.936010318682
Gräfelfing;0;2.500.001 - 5.000.000;2600000;25;16;10 - 19;291;290;291;14;1305;1264;93;1669.7843439647995
Bremen;0;2.500.001 - 5.000.000;2603000;43;14;20 - 49;291;290;291;30;;;;1964.9044976434802
Lingen;0;2.500.001 - 5.000.000;4100000;40;14;20 - 49;291;290;292;20;77;77;3;2964.23484893148
Erfurt;0;500.001 - 2.500.000;1200000;69;14;20 - 49;291;291;291;35;;;;1883.4042555274798
Garbsen;0;2.500.001 - 5.000.000;3000000;55;14;20 - 49;291;290;291;20;489;480;23;2060.8719506122793
Rodenberg;0;5.000.001 - 25.000.000;8236419;42;16;10 - 19;291;291;290;17;56;55;2;1927.4963089282799
Tübingen;0;;;49;4;20 - 49;291;291;292;30;172;171;6;1915.27936797348
Schlanstedt;0;2.500.001 - 5.000.000;3300000;25;20;20 - 49;291;292;292;42;;;;2062.43876452548
Mertendorf;0;5.000.001 - 25.000.000;5188243;24;14;20 - 49;291;292;290;35;44;43;1;2045.55427548828
Plankstadt;0;5.000.001 - 25.000.000;11000000;10;16;20 - 49;291;290;291;48;461;455;31;2065.5495589930792
Elsdorf;0;;;44;14;20 - 49;291;290;291;33;103;102;3;2301.44651731068
Neuenkirchen;0;5.000.001 - 25.000.000;20000000;41;13;20 - 49;291;292;291;25;21;21;0;1720.50283199028
Saarbrücken;0;5.000.001 - 25.000.000;13212000;42;14;10 - 19;291;290;291;12;187;186;6;1544.01542166108
Pollenfeld;0;5.000.001 - 25.000.000;12200000;42;14;10 - 19;291;292;291;17;14;14;1;1927.4963089282799
Pinneberg;0;;;62;14;20 - 49;291;290;291;44;357;307;106;2063.8346336734794
Celle;0;;;77;28;20 - 49;291;291;291;32;42;42;2;1990.5556777666802
Hildesheim;0;2.500.001 - 5.000.000;2700000;17;16;20 - 49;291;291;291;22;108;107;7;2055.0749795554802
Oer-Erkenschwick;0;500.001 - 2.500.000;1463194;66;14;10 - 19;291;291;291;16;178;173;15;1720.6957388602798
Stollberg;0;500.001 - 2.500.000;1000000;31;14;10 - 19;291;291;291;19;125;124;3;1740.2857634914797
Sigmaringendorf;0;500.001 - 2.500.000;1189000;40;16;10 - 19;291;291;292;12;20;19;1;1603.84191464268
Dortmund;0;500.001 - 2.500.000;905000;42;16;10 - 19;291;291;291;12;520;509;26;1401.15649539948
Radolfzell;0;2.500.001 - 5.000.000;4100000;26;3;20 - 49;291;290;291;30;69;67;5;2115.45902853228
Tettau;0;500.001 - 2.500.000;1744842;21;14;20 - 49;291;292;292;47;12;12;0;1961.9994083758802
Lörrach;0;;;61;14;10 - 19;291;290;291;18;103;103;1;1953.26742803148
Mittweida;0;2.500.001 - 5.000.000;4000000;72;14;50 - 99;291;290;291;50;88;88;6;2734.5630599914803
Haiterbach;0;5.000.001 - 25.000.000;12313917;42;14;10 - 19;291;292;292;11;52;50;4;1598.2353816814798
Eisenhüttenstadt;0;500.001 - 2.500.000;2400000;40;14;20 - 49;291;290;292;34;17;17;1;2853.1013458666803
Düsseldorf;0;2.500.001 - 5.000.000;2800000;40;14;10 - 19;291;291;291;18;866;854;58;2829.2401838099995
Duisburg;0;2.500.001 - 5.000.000;4800000;40;14;20 - 49;291;290;291;30;568;562;24;3303.62651299908
Lippstadt;0;5.000.001 - 25.000.000;5400000;30;14;50 - 99;291;290;291;50;52;49;7;2043.05185900428
Münsingen;0;5.000.001 - 25.000.000;11000000;51;14;20 - 49;291;291;291;25;15;14;1;1989.15354399228
Gudensberg;0;;;9;14;20 - 49;291;291;292;23;39;38;2;1973.9501376238802
Hannover;0;500.001 - 2.500.000;2350000;28;16;20 - 49;291;291;291;27;742;731;31;1963.2121738283995
Oberhausen;0;500.001 - 2.500.000;750000;72;4;20 - 49;291;291;291;31;811;802;40;2020.3054788576005
Schwedt;0;500.001 - 2.500.000;1221277;63;14;10 - 19;291;292;292;18;10;9;1;1793.54801657988
Hattingen;0;500.001 - 2.500.000;2110000;63;16;20 - 49;291;291;291;20;460;452;28;2029.9598315314793
Oerlinghausen;0;2.500.001 - 5.000.000;3510910;65;14;20 - 49;291;290;291;30;135;131;12;2079.04430466828
Petersberg;0;2.500.001 - 5.000.000;2503370;24;14;20 - 49;291;292;291;32;158;155;9;2029.92508323948
Essen;0;;;31;14;20 - 49;291;291;290;40;790;780;40;2173.6539606876
Ludwigsfelde;0;;;1;11;10 - 19;291;290;291;15;84;79;9;1602.6001368226798
Uelsen;0;;;22;14;50 - 99;291;290;292;50;10;8;3;1946.2978248238805
Werther;0;500.001 - 2.500.000;1800000;19;16;10 - 19;291;290;291;16;139;134;12;1656.2872221562798
Woltersdorf;0;500.001 - 2.500.000;2500000;41;14;20 - 49;291;290;291;31;;;;2005.75718195148
Kabelsketal;0;500.001 - 2.500.000;800000;43;14;10 - 19;291;290;291;13;208;205;9;1357.37739165228
Meerane;0;;;10;14;20 - 49;291;290;291;21;93;90;6;1874.3033070274796
Kassel;0;;;74;4;20 - 49;291;291;291;38;220;216;17;1913.1355085842797
Essen;0;5.000.001 - 25.000.000;6500000;25;4;20 - 49;291;291;291;40;;;;2072.5445121250796
Kirchheim;0;500.001 - 2.500.000;1500000;65;14;10 - 19;291;291;291;15;363;358;16;1577.6052692602798
Delmenhorst;0;500.001 - 2.500.000;1100000;52;14;20 - 49;290;290;290;20;106;103;6;1633.3748423602794
Brühl;0;500.001 - 2.500.000;2400000;43;14;20 - 49;291;290;291;28;485;473;26;1976.7812108554795
Delbrück;0;;;40;14;20 - 49;;;;45;;;;2688.3731282855997
Bad Wildbad;0;2.500.001 - 5.000.000;3300000;61;13;50 - 99;291;290;291;50;44;43;1;2042.7854670994802
Worms;0;;;24;14;20 - 49;291;290;291;22;141;141;3;1992.76170575148
Chemnitz;0;500.001 - 2.500.000;1405000;1;11;10 - 19;291;291;291;17;461;454;17;1835.3488408954797
Wiesbaden;0;5.000.001 - 25.000.000;7500000;73;16;20 - 49;291;291;291;27;321;315;13;2079.3106965730794
Erding;0;5.000.001 - 25.000.000;25000000;33;14;20 - 49;291;291;291;38;85;85;4;1720.2464919190802
Holle;0;;;82;4;20 - 49;291;291;291;40;12;12;2;1983.7894933186803
Harbke;0;500.001 - 2.500.000;2168400;24;14;20 - 49;291;292;290;44;23;23;0;1975.2541688866802
Mindelheim;0;;;17;18;20 - 49;291;290;292;20;20;20;2;1955.70767591988
Friedrichshafen;0;;;42;31;20 - 49;291;291;291;30;81;79;5;2009.30507729868
Barmstedt;0;;;27;16;20 - 49;291;290;291;36;177;111;76;2018.4738807154797
Leubsdorf;0;500.001 - 2.500.000;1600000;22;4;10 - 19;291;291;290;19;62;61;5;1875.5271709786805
Handewitt;0;5.000.001 - 25.000.000;5648635;17;14;20 - 49;291;290;290;47;40;39;1;2070.7041718042797
Hofgeismar;0;500.001 - 2.500.000;2350000;43;31;20 - 49;291;290;292;20;;;;1881.73519801668
Lohfelden;0;;;63;4;20 - 49;291;290;291;29;204;201;15;2011.1454176194802
Recklinghausen;0;500.001 - 2.500.000;1846108;69;14;20 - 49;291;290;291;34;;;;1999.16220253548
Elmshorn;0;2.500.001 - 5.000.000;2870000;25;14;20 - 49;291;291;291;40;100;91;21;2013.81404688588
Bad Lauterberg;0;5.000.001 - 25.000.000;9900000;10;16;20 - 49;291;290;291;22;9;9;0;1989.15354399228
Südharz;0;5.000.001 - 25.000.000;6006005;41;24;20 - 49;291;292;290;21;5;5;0;1961.0084417194798
Frechen;0;2.500.001 - 5.000.000;4000000;44;14;20 - 49;291;290;291;34;642;632;34;3131.6787645322815
Rendsburg;0;;;24;14;20 - 49;291;290;292;44;42;41;2;1975.1411200798802
Oschersleben;0;2.500.001 - 5.000.000;4723604;1;14;20 - 49;291;292;291;31;;;;2097.72467452908
Stuttgart;0;2.500.001 - 5.000.000;3200000;55;14;20 - 49;291;291;291;44;793;771;56;2225.1872908043997
Munster;0;500.001 - 2.500.000;850000;24;14;10 - 19;291;290;292;12;7;7;0;1309.66885763268
Wolfenbüttel;0;500.001 - 2.500.000;600000;40;4;10 - 19;291;291;291;11;70;69;3;1733.7687799894802
Wackersberg;0;2.500.001 - 5.000.000;3000000;44;16;50 - 99;291;292;291;50;43;43;0;2334.9269071114804
Beckum;0;;;40;16;20 - 49;291;291;291;30;54;51;7;2700.4388898766797
Pressath;0;;;44;4;20 - 49;291;292;292;25;8;8;0;3338.205769259879
Weiden;0;;;44;14;20 - 49;291;291;290;40;25;22;4;2292.54550521468
Herford;0;5.000.001 - 25.000.000;22700001;41;16;20 - 49;291;290;291;40;160;149;18;1733.3322141070798
Mettmann;0;5.000.001 - 25.000.000;15000000;60;16;20 - 49;291;291;291;22;405;399;23;1894.3826939146797
Meerbusch;0;500.001 - 2.500.000;2200000;40;14;20 - 49;291;290;291;20;834;822;53;3151.9530438744014
Sprockhövel;0;500.001 - 2.500.000;2080000;24;14;20 - 49;291;291;290;40;307;304;11;1983.86069365548
Schönebeck;0;2.500.001 - 5.000.000;5000000;41;14;10 - 19;291;291;290;14;90;90;2;1620.8672607274798
Düsseldorf;0;500.001 - 2.500.000;1631950;27;14;20 - 49;291;291;291;23;819;807;54;2171.5087647635996
Wennigsen;0;500.001 - 2.500.000;1500000;40;16;10 - 19;291;290;291;17;137;136;1;2704.43146815348
Radibor;0;5.000.001 - 25.000.000;6000000;32;13;20 - 49;291;292;290;33;35;34;1;2070.7041718042797
Münster;0;bis 100.000;25192;42;14;20 - 49;291;290;291;33;;;;1494.40842644748
Freiberg;0;2.500.001 - 5.000.000;3060000;59;14;20 - 49;291;291;291;32;360;358;12;2079.04430466828
Essen;0;5.000.001 - 25.000.000;8730841;85;14;20 - 49;291;291;291;45;785;777;36;2167.7421436691993
Dessau-Roßlau;0;5.000.001 - 25.000.000;19943457;33;14;20 - 49;291;291;291;43;102;101;4;1712.65501267908
Soltau;0;2.500.001 - 5.000.000;4236842;27;14;20 - 49;291;291;291;35;19;19;0;2107.8675492922803
Nienburg;0;500.001 - 2.500.000;2400000;24;14;10 - 19;291;292;290;10;42;42;1;1510.4899068106802
Brühl;0;500.001 - 2.500.000;1196428;40;14;20 - 49;291;290;291;20;486;474;26;2873.4226045006794
Paderborn;0;500.001 - 2.500.000;2037328;40;14;20 - 49;291;291;291;32;90;85;7;2700.4388898766797
Lüdenscheid;0;2.500.001 - 5.000.000;3500000;24;16;20 - 49;291;291;291;33;60;59;3;2045.28788358348
Extertal;0;5.000.001 - 25.000.000;6500000;42;16;20 - 49;291;292;292;28;15;15;3;2062.99964375748
Schönebeck;0;500.001 - 2.500.000;1700000;41;16;20 - 49;291;291;290;29;92;92;2;1925.60756024748
Falkensee;0;5.000.001 - 25.000.000;7200000;42;14;20 - 49;291;290;291;40;;;;2079.3106965730794
Paderborn;0;250.001 - 500.000;400000;85;46;20 - 49;291;290;291;40;96;91;7;1581.0999377746803
Bessenbach;0;5.000.001 - 25.000.000;22725587;28;14;50 - 99;291;290;291;50;89;87;4;1666.2533003470803
Niestetal;0;500.001 - 2.500.000;1000000;31;14;20 - 49;291;291;291;23;209;206;15;1766.11970443548
Neubrandenburg;0;2.500.001 - 5.000.000;5000000;81;4;20 - 49;291;290;290;20;41;37;5;1960.8796689922801
Stendal;0;5.000.001 - 25.000.000;7000000;41;14;20 - 49;290;290;291;30;21;21;0;1990.4088237154797
Hoppegarten;0;5.000.001 - 25.000.000;6862222;22;14;20 - 49;291;291;291;45;673;660;44;2092.333594321079
Altentreptow;0;500.001 - 2.500.000;2000000;24;4;10 - 19;291;290;292;16;;;;1712.54169473268
Horn-Bad Meinberg;0;500.001 - 2.500.000;1900000;76;14;10 - 19;291;291;290;10;36;36;4;1535.6398031266801
Ramstein-Miesenbach;0;500.001 - 2.500.000;1300000;30;14;10 - 19;291;291;290;14;;;;1468.9140468322803
Hamm;0;5.000.001 - 25.000.000;7500000;24;14;20 - 49;291;291;291;38;119;114;12;2054.1608002570797
Köln;0;500.001 - 2.500.000;2420000;50;14;20 - 49;291;291;291;44;;;;2017.9116020674799
Sulzbach;0;500.001 - 2.500.000;610000;72;22;20 - 49;290;292;291;20;;;;1638.3951360694798
Hannover;0;2.500.001 - 5.000.000;3504494;40;16;20 - 49;291;291;290;35;777;766;32;3327.3403396152
Güsten;0;500.001 - 2.500.000;2315386;1;11;20 - 49;291;291;291;25;31;31;0;2009.30507729868
Meerane;0;5.000.001 - 25.000.000;18000000;43;16;20 - 49;291;291;290;42;89;86;5;1830.8358660178799
Bahlingen;0;2.500.001 - 5.000.000;3104400;22;4;20 - 49;291;291;291;30;106;103;9;2079.8695994602804
Neumagen-Dhron;0;500.001 - 2.500.000;750000;9;31;10 - 19;291;291;292;15;;;;1401.4846003174803
Ludwigsstadt;0;2.500.001 - 5.000.000;3150000;27;14;20 - 49;291;292;292;26;3;3;0;2035.0828402246802
Berlin;0;2.500.001 - 5.000.000;4300000;55;14;20 - 49;291;290;291;34;2695;2592;256;1949.5068198851993
Recklinghausen;0;;;60;14;20 - 49;291;291;291;42;312;308;22;2025.50308130748
Ottersweier;0;2.500.001 - 5.000.000;4500000;21;14;20 - 49;291;291;290;40;;;;2105.31615376908
Olpe;0;500.001 - 2.500.000;2100000;27;31;10 - 19;291;291;291;18;;;;1934.51802849948
Dresden;0;500.001 - 2.500.000;1600000;72;14;20 - 49;291;290;291;20;395;392;29;2305.2994783906797
Bad Gottleuba-Berggießhübel;0;500.001 - 2.500.000;2100000;1;11;20 - 49;290;292;292;33;4;3;1;1992.69953715588
Fürstenwalde;0;2.500.001 - 5.000.000;3250000;41;14;10 - 19;291;290;292;14;33;33;0;1578.0952253326795
Mülheim;0;500.001 - 2.500.000;2350000;72;14;20 - 49;291;291;290;20;747;739;39;2546.7850944348
Münster;0;500.001 - 2.500.000;2000000;32;31;10 - 19;291;290;291;12;206;200;12;1560.7388192314802
Berlin;0;500.001 - 2.500.000;1600000;50;4;20 - 49;291;291;291;26;3174;3049;322;1880.3503542635995
Sonnefeld;0;2.500.001 - 5.000.000;4541843;17;16;20 - 49;291;290;291;38;56;53;9;2107.8675492922803
Erfurt;0;2.500.001 - 5.000.000;4003216;57;14;20 - 49;291;290;291;32;208;202;18;1994.4948399130799
Eckernförde;0;2.500.001 - 5.000.000;4550000;43;31;20 - 49;291;290;290;25;17;16;1;2017.6970673802803
Chemnitz;0;500.001 - 2.500.000;600000;65;16;10 - 19;291;290;291;10;436;430;19;1267.92267707148
Völklingen;0;500.001 - 2.500.000;1938178;39;16;20 - 49;291;291;291;28;179;176;15;2134.4557144534797
Frankfurt;0;500.001 - 2.500.000;1578000;17;16;10 - 19;291;291;291;14;875;847;77;1708.0224442487993
