City;Customer_Flag;Revenue_Scale;Revenue;Sector;Legal_Form_Code;Employee_Scale;TYPE_ID_Coverage_GSM;TYPE_ID_Coverage_UMTS;TYPE_ID_Coverage_LTE;CNT_EMPLOYEE;CNT_CB_DENSITY;CNT_CB_MOB_DENSITY;CNT_CB_FN_DENSITY;Mobile_potential
Marquartstein;1;100.001 - 250.000;150000;82;14;20 - 49;291;292;290;24;18;17;1;1469.3094103426802
Söchtenau;1;5.000.001 - 25.000.000;8000000;39;14;20 - 49;291;292;290;32;72;72;2;2108.6729611102796
Berlin;1;500.001 - 2.500.000;650000;72;14;20 - 49;291;291;291;40;2922;2803;286;1656.4701135935993
Ried;1;5.000.001 - 25.000.000;9590444;55;14;20 - 49;291;290;291;43;138;137;4;2079.3106965730794
Kubschütz;1;2.500.001 - 5.000.000;2600000;47;16;20 - 49;291;290;291;30;34;33;2;3170.334656411879
Berlin;1;250.001 - 500.000;400000;47;14;20 - 49;291;291;291;22;2459;2350;269;1850.7361531307993
St. Andreasberg;1;;;83;28;20 - 49;291;291;292;30;3;3;0;1913.43902765268
Obersontheim;1;2.500.001 - 5.000.000;3500000;27;14;20 - 49;291;290;292;45;15;14;1;2035.0828402246802
Harth-Pöllnitz;1;2.500.001 - 5.000.000;2606501;1;8;20 - 49;291;290;290;25;64;63;5;2018.8180431586804
Berlin;1;;;85;14;20 - 49;291;291;291;42;2930;2804;309;1909.8829456715994
Gingen;1;500.001 - 2.500.000;2400000;55;14;20 - 49;291;291;291;27;228;224;12;2017.9116020674799
Schwäbisch Hall;1;;;41;14;20 - 49;291;290;291;25;35;33;2;1940.27300335068
Meckenbeuren;1;;;46;14;10 - 19;291;290;291;15;86;84;5;1539.6469379074795
Mannheim;1;500.001 - 2.500.000;1550000;73;14;20 - 49;291;291;291;42;544;532;40;2044.1852858074794
Kamp-Lintfort;1;500.001 - 2.500.000;1200000;72;4;10 - 19;291;291;291;16;134;134;3;1934.9268051394802
Grünwald;1;500.001 - 2.500.000;1610000;47;14;20 - 49;291;290;291;43;1416;1372;104;2868.8806208687993
Lich;1;5.000.001 - 25.000.000;7552000;38;16;10 - 19;291;290;290;19;75;75;4;2006.05999776828
Billerbeck;1;2.500.001 - 5.000.000;4500000;24;16;20 - 49;291;290;291;28;62;59;7;2071.5597326842803
Dresden;1;2.500.001 - 5.000.000;3132448;40;14;20 - 49;291;290;291;30;447;444;31;2941.885897490279
Erlau;1;500.001 - 2.500.000;2041450;44;16;20 - 49;290;292;290;30;70;70;3;3160.034998222681
Erlau;1;500.001 - 2.500.000;2041450;44;16;20 - 49;290;292;290;30;70;70;3;3160.034998222681
Datteln;1;;;82;14;20 - 49;291;290;291;29;176;172;12;2017.9116020674799
Nürnberg;1;500.001 - 2.500.000;1000000;76;14;20 - 49;291;291;291;30;517;505;43;1876.3295223874793
Kemberg;1;2.500.001 - 5.000.000;4500000;1;11;20 - 49;291;291;291;43;51;50;3;2089.11814976028
Hilden;1;500.001 - 2.500.000;560000;21;14;10 - 19;291;291;291;11;752;745;38;1366.0322803128
Emmendingen;1;bis 100.000;40150;78;13;20 - 49;291;291;291;36;125;124;9;2983.5888779386796
Pinneberg;1;;;55;16;10 - 19;291;290;291;10;369;314;111;1572.4590181714798
Wiesbaden;1;bis 100.000;100000;55;14;20 - 49;291;290;290;28;364;357;16;1477.9159351114802
Wiesbaden;1;bis 100.000;100000;55;14;20 - 49;291;290;290;28;364;357;16;1477.9159351114802
Homburg;1;;;78;46;50 - 99;291;291;291;50;103;100;9;2864.6682621598807
Kronach;1;100.001 - 250.000;200000;59;14;10 - 19;291;290;291;10;41;39;5;1199.45428673148
Bobritzsch-Hilbersdorf;1;500.001 - 2.500.000;1300000;44;14;10 - 19;291;290;290;12;61;61;7;1884.3257209714802
Berlin;1;500.001 - 2.500.000;2300000;62;14;20 - 49;291;291;291;20;3191;3067;326;1865.2996051955993
Berlin;1;500.001 - 2.500.000;2300000;62;14;20 - 49;291;291;291;20;3191;3067;326;1865.2996051955993
Hamburg;1;;;47;14;20 - 49;291;290;291;38;1578;1203;606;2294.519187610799
Dresden;1;5.000.001 - 25.000.000;8509202;60;11;20 - 49;291;290;291;21;721;683;73;2123.289034297079
Immendingen;1;5.000.001 - 25.000.000;5950000;42;14;10 - 19;291;290;291;18;49;48;2;1987.31059823628
Dresden;1;;;78;4;20 - 49;291;290;291;20;456;450;35;2905.90620405588
Zschopau;1;500.001 - 2.500.000;1300000;31;14;10 - 19;291;292;290;14;135;135;8;1468.9140468322803
Berlin;1;500.001 - 2.500.000;686506;78;14;20 - 49;291;291;291;20;2869;2750;294;2480.795093698799
Pliezhausen;1;;;60;14;10 - 19;291;291;291;12;232;225;16;1553.1473399914798
Hamburg;1;;;70;14;10 - 19;291;291;291;16;1762;1363;650;1548.269760681599
Inning;1;2.500.001 - 5.000.000;3930000;25;31;20 - 49;291;292;291;21;86;86;2;2070.87568805628
Erding;1;500.001 - 2.500.000;1300000;1;4;10 - 19;291;291;291;14;75;75;2;1470.03382895148
Köln;1;500.001 - 2.500.000;711400;66;14;10 - 19;291;290;291;10;684;675;27;1418.29638119148
Köln;1;500.001 - 2.500.000;711400;66;14;10 - 19;291;290;291;10;684;675;27;1418.29638119148
Reppenstedt;1;;;42;14;10 - 19;291;291;291;11;79;77;9;1552.1322944626804
Düsseldorf;1;;;60;14;20 - 49;291;291;291;23;818;808;53;2194.2751717235997
Hemer;1;500.001 - 2.500.000;2100000;31;14;10 - 19;291;291;291;16;91;89;3;1734.5326861306803
Hemer;1;500.001 - 2.500.000;2100000;31;14;10 - 19;291;291;291;16;91;89;3;1734.5326861306803
Hemsbach;1;;;42;4;10 - 19;291;291;291;16;219;215;12;1747.5309467434802
Meißen;1;500.001 - 2.500.000;2400000;42;16;20 - 49;291;290;290;27;93;89;9;2244.2907511426806
Taufkirchen;1;500.001 - 2.500.000;1158310;51;14;10 - 19;291;291;291;14;1128;1097;79;1575.1863548255992
Bad Hindelang;1;;;44;3;20 - 49;291;290;291;45;16;16;1;2408.12391211068
Willich;1;2.500.001 - 5.000.000;4100000;55;14;20 - 49;291;291;291;26;372;367;15;2124.06555330108
Neu-Isenburg;1;500.001 - 2.500.000;926000;78;4;10 - 19;291;290;291;11;792;765;69;2536.8440632439997
Moers;1;;;38;14;10 - 19;291;290;291;13;192;191;6;1605.7155105154793
Bochum;1;;;65;14;10 - 19;291;291;291;10;545;534;31;1602.1874306914792
Darmstadt;1;500.001 - 2.500.000;2240207;42;14;10 - 19;291;291;291;12;231;226;14;1553.1473399914798
Gera;1;;;36;4;20 - 49;291;291;290;29;84;81;7;1993.6378807546803
Herdecke;1;250.001 - 500.000;459000;40;31;20 - 49;291;291;291;26;466;456;21;2233.42439725428
Gräfelfing;1;;;40;4;10 - 19;291;290;291;17;1290;1249;93;2814.5119544676
Gräfelfing;1;;;40;4;10 - 19;291;290;291;17;1290;1249;93;2814.5119544676
Drebach;1;500.001 - 2.500.000;1950000;40;14;20 - 49;291;290;291;31;135;135;4;2709.0454146454795
Haar;1;500.001 - 2.500.000;1000000;63;16;10 - 19;291;290;291;12;904;880;62;1498.0394730888
Heidelberg;1;500.001 - 2.500.000;1052901;49;14;10 - 19;291;290;290;13;280;279;16;1357.39384974108
Heidelberg;1;500.001 - 2.500.000;1052901;49;14;10 - 19;291;290;290;13;280;279;16;1357.39384974108
Nagold;1;500.001 - 2.500.000;650000;24;14;10 - 19;291;290;291;12;85;84;7;1290.5511473794797
Fürstenfeldbruck;1;500.001 - 2.500.000;1650000;41;14;10 - 19;291;290;291;10;221;219;17;1475.4495714850802
Heddesheim;1;500.001 - 2.500.000;810000;76;14;10 - 19;291;291;291;10;365;354;29;1367.62229810028
Heddesheim;1;500.001 - 2.500.000;810000;76;14;10 - 19;291;291;291;10;365;354;29;1367.62229810028
Erftstadt;1;;;78;28;20 - 49;291;290;290;28;133;129;6;2724.14375275068
Leipzig;1;2.500.001 - 5.000.000;2750000;47;14;20 - 49;291;291;291;21;645;642;21;2396.2365987106796
Burladingen;1;5.000.001 - 25.000.000;6000000;44;31;20 - 49;291;291;292;45;;;;3112.162783977481
München;1;;;55;14;20 - 49;291;290;291;45;1768;1712;128;1993.0210014155996
Schönheide;1;500.001 - 2.500.000;2500000;41;16;10 - 19;291;290;290;14;44;44;0;1549.6027485514796
Penig;1;2.500.001 - 5.000.000;4120000;60;11;10 - 19;291;290;290;13;112;110;3;1709.7691335850795
Hamburg;1;2.500.001 - 5.000.000;4800000;51;14;20 - 49;291;290;291;30;1737;1339;644;1846.2769852691995
Radolfzell;1;500.001 - 2.500.000;1978206;25;14;10 - 19;291;290;290;12;70;68;5;1516.89040359468
Niederau;1;5.000.001 - 25.000.000;5422700;27;14;10 - 19;291;290;291;11;73;70;8;1587.1905101962798
Berlin;1;5.000.001 - 25.000.000;5779173;42;14;20 - 49;291;290;291;40;2876;2754;300;1942.5640259171992
Rottweil;1;;;44;16;20 - 49;291;291;290;36;55;54;2;2292.54550521468
Grünwald;1;;;51;14;20 - 49;291;291;291;25;1391;1348;101;2115.0146622203993
Maisach;1;500.001 - 2.500.000;2340000;47;14;10 - 19;291;290;291;12;204;202;16;2075.05865965668
Chemnitz;1;500.001 - 2.500.000;1520780;44;4;10 - 19;291;290;291;16;458;452;17;2567.4049967866804
Hamburg;1;;;73;14;10 - 19;291;291;291;11;1680;1284;638;1567.8479665247994
Düsseldorf;1;;;64;28;10 - 19;291;291;291;16;897;886;60;1726.6715100935994
Oberhaching;1;500.001 - 2.500.000;850000;72;14;10 - 19;291;290;291;12;652;639;42;1515.69287835348
Duisburg;1;2.500.001 - 5.000.000;4498872;73;14;50 - 99;291;291;291;50;552;546;25;2186.85712002828
Mühlheim;1;500.001 - 2.500.000;1950000;40;14;20 - 49;291;291;291;35;419;408;30;2878.31341077828
Hamburg;1;5.000.001 - 25.000.000;8500000;42;14;20 - 49;290;290;291;38;1711;1315;643;1923.814626385199
Westerheim;1;500.001 - 2.500.000;1856884;40;14;10 - 19;291;292;291;18;41;41;1;2533.7795214768
Kesselsdorf;1;500.001 - 2.500.000;565000;44;16;20 - 49;291;291;291;23;299;291;28;1770.1142731306797
Lommatzsch;1;500.001 - 2.500.000;990000;9;4;20 - 49;291;290;292;22;22;22;1;1745.2993753678802
Lommatzsch;1;500.001 - 2.500.000;990000;9;4;20 - 49;291;290;292;22;22;22;1;1745.2993753678802
Karben;1;500.001 - 2.500.000;2200000;43;14;20 - 49;291;291;291;38;247;244;15;1962.9712989394798
Hamburg;1;;;78;4;20 - 49;291;290;290;36;1669;1283;628;2687.3746971588002
Hamburg;1;500.001 - 2.500.000;1264676;40;4;10 - 19;291;290;291;14;1131;880;407;1924.0853143427998
Dortmund;1;500.001 - 2.500.000;815000;59;14;20 - 49;291;290;291;28;526;513;34;1864.6093234474795
Dorsten;1;5.000.001 - 25.000.000;10068777;85;14;20 - 49;291;291;291;31;107;106;4;2079.3106965730794
Uebigau;1;;;74;4;20 - 49;291;290;292;30;19;19;0;1906.6728432046802
Welzheim;1;;;74;4;20 - 49;291;291;291;35;69;67;3;1930.8698625874802
Fürth;1;500.001 - 2.500.000;1800000;47;14;20 - 49;291;291;291;35;337;329;23;2763.88261169268
Frankfurt;1;500.001 - 2.500.000;1500000;73;14;10 - 19;291;290;291;12;813;785;72;1657.5546018887994
Düsseldorf;1;500.001 - 2.500.000;1000000;40;14;10 - 19;291;291;291;10;869;858;57;2123.034334782
Nürtingen;1;500.001 - 2.500.000;550000;42;16;20 - 49;291;291;291;46;325;320;21;1624.9274374234797
Gründau;1;;;74;4;50 - 99;291;290;291;50;80;79;2;1895.6260705474801
Kiel;1;;;55;14;20 - 49;291;291;291;27;161;157;12;2017.9116020674799
Frechen;1;500.001 - 2.500.000;1000000;72;14;10 - 19;291;290;291;16;740;726;37;1890.1961895827997
Mannheim;1;250.001 - 500.000;500000;78;14;10 - 19;291;290;291;13;555;543;36;2308.09026382668
Remscheid;1;;;40;14;20 - 49;291;290;291;24;408;398;27;2716.6368938854794
Mayen;1;;;78;28;10 - 19;291;290;292;14;39;38;1;1623.57722944788
Dessau-Roßlau;1;500.001 - 2.500.000;700000;40;14;10 - 19;291;290;291;10;98;97;4;1598.14074687828
Köln;1;;;85;4;20 - 49;291;290;291;35;1062;1048;47;2187.5089872756
Gunzenhausen;1;500.001 - 2.500.000;950000;44;4;10 - 19;290;292;292;10;23;21;2;1791.3806904766802
Nortorf;1;500.001 - 2.500.000;1200000;40;4;10 - 19;291;290;291;13;37;34;4;1752.7250102974801
Bergheim;1;500.001 - 2.500.000;1877458;47;14;20 - 49;291;290;291;27;206;203;11;2838.39202961268
Essen;1;2.500.001 - 5.000.000;2853915;49;24;10 - 19;291;290;291;15;779;772;38;1674.2161676135995
Essen;1;2.500.001 - 5.000.000;2853915;49;24;10 - 19;291;290;291;15;779;772;38;1674.2161676135995
Kamen;1;2.500.001 - 5.000.000;3010955;40;16;20 - 49;291;291;291;29;210;208;14;2923.0663903102795
Kamen;1;2.500.001 - 5.000.000;3010955;40;16;20 - 49;291;291;291;29;210;208;14;2923.0663903102795
Wachtberg;1;500.001 - 2.500.000;1700000;43;14;10 - 19;291;291;291;12;211;208;13;1487.3720514922802
Gevelsberg;1;500.001 - 2.500.000;701835;43;31;10 - 19;291;291;291;11;277;272;13;1263.9635912122799
Dresden;1;500.001 - 2.500.000;1400000;63;14;10 - 19;291;290;291;16;502;493;40;1780.5708149314796
Ludwigslust;1;500.001 - 2.500.000;1000000;40;20;10 - 19;291;290;290;11;23;23;1;1858.8115073374804
München;1;500.001 - 2.500.000;1381103;62;14;10 - 19;291;291;291;12;1761;1705;127;1597.1400997007995
Frankfurt;1;500.001 - 2.500.000;877652;40;14;10 - 19;291;291;291;15;871;848;75;1801.8790337027992
Friedeburg;1;;;74;4;20 - 49;291;292;291;40;20;20;0;1930.8698625874802
Burgwedel;1;500.001 - 2.500.000;1200000;63;14;10 - 19;291;290;290;12;235;229;11;1429.6041247642802
Burgwedel;1;500.001 - 2.500.000;1200000;63;14;10 - 19;291;290;290;12;235;229;11;1429.6041247642802
Berlin;1;500.001 - 2.500.000;804087;61;4;10 - 19;291;291;291;10;3165;3042;322;1386.3917255567997
Hagen;1;500.001 - 2.500.000;609000;65;14;20 - 49;291;291;291;30;278;273;10;1624.9274374234797
Dudenhofen;1;bis 100.000;100000;40;14;10 - 19;291;290;290;15;107;107;4;1762.99340302548
Hamburg;1;250.001 - 500.000;450000;72;4;10 - 19;291;290;291;10;1436;1108;531;1293.9274044827998
Spaichingen;1;500.001 - 2.500.000;1600000;40;14;10 - 19;291;290;292;10;79;78;4;1799.2575002026797
Hattingen;1;500.001 - 2.500.000;630000;43;14;10 - 19;291;291;291;12;;;;1263.59481965628
Würzburg;1;2.500.001 - 5.000.000;3347670;55;16;20 - 49;291;291;291;31;176;173;9;2079.04430466828
Dessau-Roßlau;1;500.001 - 2.500.000;1045000;38;14;10 - 19;291;290;291;17;98;97;4;1667.4895422154796
Osnabrück;1;;;36;16;10 - 19;291;290;291;14;220;217;12;1611.2066615914796
Herzebrock-Clarholz;1;;;44;16;20 - 49;291;291;291;24;56;52;6;3058.468217518681
Bexbach;1;500.001 - 2.500.000;1784206;47;14;20 - 49;291;290;291;25;126;124;10;2581.28984033268
Altenkirchen;1;500.001 - 2.500.000;1747000;47;4;10 - 19;291;291;292;15;22;22;0;2048.2404013858804
Moers;1;500.001 - 2.500.000;560000;38;4;10 - 19;291;290;291;10;193;192;6;1228.1874075802798
Berlin;1;;;72;14;10 - 19;291;291;291;10;3169;3045;321;2050.1059497479996
Bürstadt;1;500.001 - 2.500.000;900000;63;16;10 - 19;291;291;291;14;131;129;2;1425.68161970028
Velbert;1;;;78;14;50 - 99;291;291;290;50;305;300;15;2696.4914399506806
Velbert;1;;;78;14;50 - 99;291;291;290;50;305;300;15;2696.4914399506806
Velbert;1;;;78;14;50 - 99;291;291;290;50;305;300;15;2696.4914399506806
Starnberg;1;;;67;13;10 - 19;291;291;291;10;117;115;5;1519.91031110028
Dortmund;1;;;17;14;10 - 19;291;290;291;18;438;429;28;2002.3075187314796
München;1;;;;;;291;291;291;10;2998;2742;363;1527.0194583935993
Dorfen;1;;;63;14;10 - 19;291;292;291;17;23;23;0;1866.0972144226803
Bonn;1;;;62;14;20 - 49;291;290;291;22;363;360;20;2025.50308130748
Dortmund;1;500.001 - 2.500.000;1275448;63;4;10 - 19;291;291;291;19;521;510;26;1891.7341165234793
Lampertheim;1;;;63;13;10 - 19;291;290;291;13;294;288;15;1611.2066615914796
Duisburg;1;500.001 - 2.500.000;1200000;50;14;20 - 49;291;290;291;20;495;489;24;2012.9599445986796
Dülmen;1;;;82;4;10 - 19;291;291;291;17;48;47;4;1856.8654079698804
Haren;1;250.001 - 500.000;500000;44;16;10 - 19;291;290;292;10;17;17;0;1383.4477476646803
Heroldsberg;1;;;40;16;10 - 19;291;291;290;15;305;297;31;2329.73546796228
Gelsenkirchen;1;;;40;14;10 - 19;291;291;291;15;573;564;36;2416.0627539982797
Annaberg-Buchholz;1;;;61;14;20 - 49;291;290;291;23;88;85;11;2009.30507729868
Hannover;1;250.001 - 500.000;375000;36;14;10 - 19;291;290;291;11;755;742;31;1330.8113054327998
Essen;1;;;;4;10 - 19;291;290;291;13;721;714;39;1567.482953108279
Bielefeld;1;;;72;4;10 - 19;291;290;291;13;192;186;15;2190.0296603626794
Swisttal;1;;;41;14;10 - 19;291;291;291;12;250;246;12;1497.8930435242798
Pliezhausen;1;;;68;14;10 - 19;291;291;291;15;236;231;14;1611.2066615914796
Bergisch Gladbach;1;2.500.001 - 5.000.000;2800000;55;20;10 - 19;291;291;291;10;438;433;13;1529.5966342546799
Kirchheim;1;500.001 - 2.500.000;1650000;43;14;10 - 19;291;291;291;18;387;382;18;1852.45206840348
Tittmoning;1;;;73;14;20 - 49;290;292;292;24;8;8;1;1992.69953715588
Essen;1;5.000.001 - 25.000.000;9157556;47;14;20 - 49;291;290;291;22;845;838;42;2385.9187622543996
Hohenlockstedt;1;;;75;14;10 - 19;291;290;291;10;52;51;3;1544.54081522268
Marl;1;;;43;31;10 - 19;291;290;291;13;262;260;15;1521.0361796794796
Bielefeld;1;500.001 - 2.500.000;1300000;40;14;10 - 19;291;291;291;13;219;210;22;1768.0977195142796
Aschaffenburg;1;bis 100.000;100000;72;4;20 - 49;290;290;290;26;133;130;9;1494.1679477014802
Lindenau;1;500.001 - 2.500.000;2093518;40;14;20 - 49;291;292;292;23;15;14;2;2853.1013458666803
Berlin;1;;;71;14;10 - 19;291;291;291;11;3124;2999;319;1523.6441671415994
Kaiserslautern;1;;;43;14;10 - 19;291;291;291;14;79;79;1;1547.6598336946795
Apolda;1;500.001 - 2.500.000;760000;35;4;10 - 19;291;290;291;11;43;43;3;1312.2604158802799
Preußisch Oldendorf;1;500.001 - 2.500.000;990000;40;4;10 - 19;291;290;290;14;39;39;1;1574.5229658816002
Wuppertal;1;500.001 - 2.500.000;640000;25;14;10 - 19;291;290;290;12;440;432;24;1375.28163243948
Wuppertal;1;500.001 - 2.500.000;640000;25;14;10 - 19;291;290;290;12;440;432;24;1375.28163243948
Leutkirch;1;;;24;14;10 - 19;291;291;290;12;28;28;0;1510.4899068106802
Erding;1;;;82;4;10 - 19;291;291;291;13;71;71;2;1497.9613723018801
Haar;1;;;40;4;10 - 19;291;290;291;17;727;709;47;3047.7165670966797
Karlsbad;1;500.001 - 2.500.000;2500000;55;16;20 - 49;291;290;290;34;108;106;5;2016.60206921148
Berlin;1;500.001 - 2.500.000;690000;78;14;10 - 19;291;291;291;18;2833;2713;291;2488.3977678599995
Eschede;1;500.001 - 2.500.000;1800000;44;14;10 - 19;291;292;290;19;5;4;1;3323.19295119468
Mönchengladbach;1;;;13;15;10 - 19;291;291;291;11;271;266;14;1482.60266183628
Neuwied;1;500.001 - 2.500.000;1800000;76;13;20 - 49;291;290;290;23;190;185;18;2009.01058997148
Aresing;1;500.001 - 2.500.000;1500000;15;14;10 - 19;290;292;290;13;31;29;2;1560.0977323954799
Burgthann;1;2.500.001 - 5.000.000;3728216;51;14;10 - 19;291;290;290;11;50;49;2;1567.3386834802798
Leverkusen;1;;;63;20;10 - 19;291;290;291;16;659;652;25;1837.0821869914796
Angermünde;1;;;78;4;20 - 49;291;290;292;39;;;;2709.67304025588
Kassel;1;;;25;14;20 - 49;291;291;291;49;213;209;17;2017.9116020674799
Hannover;1;500.001 - 2.500.000;809349;35;14;20 - 49;291;291;291;20;637;627;26;1774.510438568279
Leubsdorf;1;500.001 - 2.500.000;1000000;42;14;10 - 19;291;290;290;18;52;51;5;1722.77822662668
Bietigheim-Bissingen;1;500.001 - 2.500.000;1000000;61;20;10 - 19;291;291;291;15;307;306;9;1425.68161970028
Langenfeld;1;5.000.001 - 25.000.000;12000000;42;14;20 - 49;291;291;291;33;453;448;17;2080.6432940638792
Reichenbach;1;;;82;14;10 - 19;291;291;291;13;54;51;9;1504.7275567498798
Eime;1;500.001 - 2.500.000;836087;43;14;10 - 19;291;292;290;10;41;41;4;1281.8105331874801
Stuttgart;1;500.001 - 2.500.000;957687;30;4;10 - 19;291;291;291;12;863;841;57;1491.2732886407998
Stuttgart;1;500.001 - 2.500.000;957687;30;4;10 - 19;291;291;291;12;863;841;57;1491.2732886407998
Köln;1;500.001 - 2.500.000;1100000;41;14;10 - 19;291;291;291;10;836;824;43;1378.4043164616
Wuppertal;1;;;50;14;20 - 49;291;291;290;20;417;408;24;1972.0187287354797
Utzenfeld;1;;;41;14;10 - 19;291;290;291;12;6;6;0;1475.50874127468
Flensburg;1;;;40;14;10 - 19;291;291;291;11;43;42;1;2319.62380152468
Freiburg;1;;;61;13;20 - 49;291;290;291;30;252;247;14;2017.9116020674799
Dessau-Roßlau;1;500.001 - 2.500.000;1525000;40;14;20 - 49;291;290;291;27;98;97;4;2741.9747920294803
Chemnitz;1;500.001 - 2.500.000;1450000;44;4;10 - 19;291;290;291;14;451;445;16;2042.1608022586797
Iserlohn;1;2.500.001 - 5.000.000;3000000;85;14;20 - 49;291;290;291;32;131;129;4;2079.04430466828
Schwelm;1;5.000.001 - 25.000.000;6018660;22;14;10 - 19;291;291;291;13;293;289;12;1672.6057560970792
Düsseldorf;1;;;43;16;10 - 19;291;291;291;15;897;886;60;1675.8485480807992
Neusäß;1;500.001 - 2.500.000;1500000;76;4;20 - 49;291;290;291;36;328;326;14;1957.67888187948
München;1;;;83;28;10 - 19;291;291;291;10;1783;1727;129;1571.4865192895993
Hamburg;1;;;78;28;20 - 49;291;290;291;35;1759;1370;636;1939.8740991995994
Hamburg;1;500.001 - 2.500.000;541958;44;14;10 - 19;291;291;291;15;1654;1262;631;1396.151108184
Lengerich;1;500.001 - 2.500.000;695745;78;14;10 - 19;291;290;291;11;51;51;0;2009.1030053026798
Bempflingen;1;;;1;4;20 - 49;291;290;290;23;391;370;37;2002.24440552348
Esslingen;1;500.001 - 2.500.000;910000;75;46;20 - 49;291;290;291;20;724;710;47;1812.7268042794792
Cham;1;100.001 - 250.000;212000;50;14;10 - 19;291;291;291;15;27;27;2;1257.5136083314799
Schramberg;1;5.000.001 - 25.000.000;5871000;33;31;20 - 49;291;291;292;21;26;25;1;1944.4571547094797
Alsdorf;1;;;44;14;20 - 49;291;291;291;31;424;420;17;3058.468217518681
Frankfurt;1;500.001 - 2.500.000;758870;43;4;10 - 19;291;291;291;13;894;865;79;1495.3860458807999
Großmehring;1;;;74;4;10 - 19;291;291;290;17;93;91;4;1771.1695083754803
Blaichach;1;500.001 - 2.500.000;2000000;41;14;10 - 19;291;290;291;11;29;29;1;1475.50874127468
Hörstel;1;5.000.001 - 25.000.000;5480000;43;24;10 - 19;291;291;291;19;51;49;2;1951.1196946402797
Bocholt;1;500.001 - 2.500.000;1549278;66;14;20 - 49;291;291;291;24;91;89;3;1955.83854155868
Simbach;1;5.000.001 - 25.000.000;25000000;43;14;10 - 19;291;291;292;18;8;8;0;1734.08221131228
Walzbachtal;1;;;12;14;10 - 19;291;290;291;11;120;118;8;1482.60266183628
Chemnitz;1;;;74;4;20 - 49;291;291;291;38;451;445;17;2025.7877873122795
Homburg;1;;;44;4;10 - 19;291;290;291;14;104;101;11;1923.1360358626803
Hamburg;1;2.500.001 - 5.000.000;2996635;42;14;10 - 19;291;291;291;10;1452;1130;518;1636.436021421599
Amtsberg;1;500.001 - 2.500.000;1200000;9;14;20 - 49;291;292;290;24;328;325;12;1874.5032434314799
Hof;1;2.500.001 - 5.000.000;4047000;9;14;10 - 19;291;291;290;14;58;57;2;1690.0046885242798
Hof;1;2.500.001 - 5.000.000;4047000;9;14;10 - 19;291;291;290;14;58;57;2;1690.0046885242798
Berlin;1;500.001 - 2.500.000;1000000;40;14;10 - 19;291;290;291;14;2889;2764;302;1637.7611574827993
Neumünster;1;500.001 - 2.500.000;1000000;26;14;10 - 19;291;291;291;10;66;63;11;1351.42429409148
Neumünster;1;500.001 - 2.500.000;1000000;26;14;10 - 19;291;291;291;10;66;63;11;1351.42429409148
Ganderkesee;1;250.001 - 500.000;290000;47;14;10 - 19;291;290;291;15;67;64;5;1555.6370571406796
Berlin;1;;;55;;10 - 19;291;290;291;13;2767;2648;286;1581.024311872799
Berlin;1;;;55;;10 - 19;291;290;291;13;2767;2648;286;1581.024311872799
Mönchengladbach;1;500.001 - 2.500.000;1388000;27;14;10 - 19;291;291;291;15;261;256;15;1558.8558697282797
Berlin;1;500.001 - 2.500.000;848618;85;14;10 - 19;291;291;291;18;1009;982;79;1890.5680818887995
Hamm;1;500.001 - 2.500.000;971133;24;14;10 - 19;291;290;291;12;105;100;11;1316.13152301228
Regensburg;1;5.000.001 - 25.000.000;5161064;60;14;20 - 49;291;290;291;30;158;152;16;2086.90217581308
Erwitte;1;500.001 - 2.500.000;1900000;40;14;20 - 49;291;291;291;20;37;32;8;2678.9320210366795
Wuppertal;1;;;83;14;20 - 49;291;291;291;20;598;561;54;1970.0110002082788
Stuttgart;1;5.000.001 - 25.000.000;5900000;66;14;10 - 19;291;290;291;16;821;799;55;1921.7433595343996
Nettetal;1;500.001 - 2.500.000;2500000;63;14;20 - 49;291;290;291;26;120;117;9;2017.9116020674799
Erftstadt;1;;;75;4;10 - 19;291;290;291;12;140;135;13;1546.3811555434802
Löhne;1;500.001 - 2.500.000;850000;40;4;10 - 19;291;290;290;17;165;156;18;1938.4750630102799
Remscheid;1;;;24;16;10 - 19;291;290;291;18;366;356;23;1928.11753171548
Höhr-Grenzhausen;1;;;75;28;10 - 19;291;291;292;12;139;137;8;1536.54179984868
Nürnberg;1;2.500.001 - 5.000.000;2580000;42;16;10 - 19;291;290;291;11;517;504;49;1636.0333820794795
Nürnberg;1;2.500.001 - 5.000.000;2580000;42;16;10 - 19;291;290;291;11;517;504;49;1636.0333820794795
Hamburg;1;5.000.001 - 25.000.000;7766001;72;14;20 - 49;291;290;291;25;1747;1350;646;2424.822009140399
Velbert;1;500.001 - 2.500.000;990000;24;4;10 - 19;291;290;291;14;301;296;15;1392.9402441442799
Fellbach;1;500.001 - 2.500.000;1200000;40;4;10 - 19;291;291;291;11;763;748;45;1804.6978552547998
Bad Homburg;1;250.001 - 500.000;312500;70;4;10 - 19;291;291;291;12;401;396;29;1166.05989001308
Lorsch;1;500.001 - 2.500.000;1500000;55;16;10 - 19;291;290;291;14;130;127;4;1577.6052692602798
Bochum;1;5.000.001 - 25.000.000;6000000;42;14;10 - 19;291;291;291;14;730;717;43;1753.5759550570788
Bochum;1;5.000.001 - 25.000.000;6000000;42;14;10 - 19;291;291;291;14;730;717;43;1753.5759550570788
Thallichtenberg;1;250.001 - 500.000;350000;50;4;20 - 49;291;292;290;24;15;15;0;1565.4327412306804
